CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;ESTADO;REVISADO;CONSULTAR;OBSERVACION;SINONIMO;SCT_ID;SCT_TERMINO;DCI_DID;DCI_TERMINO;GRUPOS_JERARQUICOS;RIESGO_TERATOGENICO
5198966;medroxiprogesterona;;Insensible;Manual;Vigente;Si;;medroxiprogesterona;;126113007;medroxiprogesterona;853;medroxiprogesterona;;X
5199455;mefloquina;;Insensible;Manual;Vigente;Si;;mefloquina;;387505001;mefloquina;3777;mefloquina;;C
5354782;meglumina diatrizoato;;Insensible;Manual;Vigente;Si;;;;47192000;;;;;
5354797;meglumina iotalamato;;Insensible;Manual;Vigente;Si;;;;395757003;;;;;
7679380;meglumina ioxaglato;;Insensible;Manual;Vigente;;;;;;;;;;
5354816;meglumina ioxitalamato;;Insensible;Manual;Vigente;Si;;;;;;;;;
5354831;melatonina;;Insensible;Manual;Vigente;Si;;;;41199001;melatonina;;;;
5354988;melfalán;;Insensible;Manual;Vigente;Si;;melfalán;;387297002;melfalán;745;melfalán;;D
5199179;meloxicam;;Insensible;Manual;Vigente;Si;;meloxicam;;387055000;meloxicam;5615;meloxicam;;C
5355000;memantina;;Insensible;Manual;Vigente;;;memantina;;406458000;memantina;3952;memantina;;B
5355092;menotropina;;Insensible;Manual;Vigente;Si;;;;;;;;;X
6401777;mentol;;Insensible;Manual;Vigente;Si;;mentol;;387414008;mentol;;;;
6401780;mepiramina;;Insensible;Manual;Vigente;Si;;;;;;;;;
7045538;mepivacaína;;Insensible;Manual;Vigente;Si;;;;;;;;;
5199239;mercaptopurina;;Insensible;Manual;Vigente;Si;;mercaptopurina;;386835005;mercaptopurina;587;mercaptopurina;;D
5355141;meropenem;;Insensible;Manual;Vigente;Si;;meropenem;;387540000;meropenem;6396;meropenem;;B
5355147;mesalazina;;Insensible;Manual;Vigente;Si;;mesalazina;;387501005;mesalazina;5444;mesalazina;;B
5355150;mesna;;Insensible;Manual;Vigente;;;mesna;;386922000;mesna;2813;mesna;;B
5355163;metadona;;Insensible;Manual;Vigente;Si;;metadona;;387286002;metadona;788;metadona;;C
7402961;metamizol magnésico;;Insensible;Manual;Vigente;Si;;;;;;;;;
5199305;metamizol sódico;;Insensible;Manual;Vigente;Si;;Metamizole sodium;• 6448746 - dipirona;22165008;Metamizole sodium;477;metamizol de sodio;;D
5199335;metformina;;Insensible;Manual;Vigente;Si;;metformina;;372567009;metformina;965;metformina;;B
5355243;metilbromuro de homatropina;;Insensible;Manual;Vigente;Si;;homatropina;;372864009;homatropina;131;metilbromuro de homatropina;;
5355300;metildopa;;Insensible;Manual;Vigente;Si;;metildopa;;373542000;metildopa;1110;metildopa;;B
5355301;metilfenidato;;Insensible;Manual;Vigente;Si;;metilfenidato;;373337007;metilfenidato;485;metilfenidato;;C
7394878;metilprednisolona;;Insensible;Manual;Vigente;Si;;;;;;;;;
7246318;metilprednisolona acetato;;Insensible;Manual;Vigente;Si;;;;;;;;;
6401857;metilsulfato de neostigmina;;Insensible;Manual;Vigente;Si;;neostigmina;;373346001;neostigmina;;;;C
5199432;metoclopramida;;Insensible;Manual;Vigente;Si;;metoclopramida;;372776000;metoclopramida;1740;metoclopramida;;B
4934950;metolazona;;Insensible;Manual;Vigente;Si;;metolazona;;387123003;metolazona;2627;metolazona;;
4934972;metoprolol;;Insensible;Manual;Vigente;Si;;metoprolol;;372826007;metoprolol;3471;metoprolol;;C
5152627;metotrexato;;Insensible;Manual;Vigente;Si;;metotrexato;;387381009;metotrexato;926;metotrexato;;X
6401821;metoxipolietilenglicol epoetina beta;;Insensible;Manual;Vigente;Si;;metoxipolietilenglicol-epoetina beta;;425913002;metoxipolietilenglicol-epoetina beta;;;;C
5152628;metronidazol;;Insensible;Manual;Vigente;Si;;metronidazol;;372602008;metronidazol;1032;metronidazol;;B
4934974;mianserina;;Insensible;Manual;Vigente;Si;;mianserina;;387565003;mianserina;2543;mianserina;;
5152634;micofenolato mofetilo;;Insensible;Manual;Vigente;Si;;micofenolato de mofetilo;;386976000;micofenolato de mofetilo;2950;ácido micofenólico;;D
5153747;miconazol;;Insensible;Manual;Vigente;Si;;miconazol;;372738006;miconazol;2728;miconazol;;C
5153845;midazolam;;Insensible;Manual;Vigente;Si;;midazolam;;373476007;midazolam;4497;midazolam;;D
4934978;midodrina;;Insensible;Manual;Vigente;Si;;midodrina;;372504000;midodrina;3186;midodrina;;
4935030;miglustat;;Insensible;Manual;Vigente;Si;;miglustat;;412296005;miglustat;8138;miglustat;;
4935052;milnaciprán;;Insensible;Manual;Vigente;Si;;milnaciprán;;441641002;milnaciprán;5701;milnaciprán;;C
4935058;milrinona;;Insensible;Manual;Vigente;Si;;milrinona;;373441005;milrinona;5383;milrinona;;C
5153849;minociclina;;Insensible;Manual;Vigente;Si;;minociclina;;372653009;minociclina;1646;minociclina;;D
5153749;minoxidil;;Insensible;Manual;Vigente;Si;;minoxidil;;387272001;minoxidil;2987;minoxidil;;C
4935063;mirtazapina;;Insensible;Manual;Vigente;Si;;mirtazapina;;386847004;mirtazapina;6481;mirtazapina;;
5153868;misoprostol;;Insensible;Manual;Vigente;Si;;misoprostol;;387242007;misoprostol;5154;misoprostol;;X
4935077;mitomicina;;Insensible;Manual;Vigente;Si;;mitomicina;;387331000;mitomicina;3043;mitomicina;;X
7253974;mitotano;;Insensible;Manual;Vigente;Si;;mitotano;;26288002;mitotano;2597;mitotano;;C
5107811;mitoxantrona;;Insensible;Manual;Vigente;Si;;mitoxantrona;;386913001;mitoxantrona;4922;mitoxantrona;;
5201645;mivacurio;;Insensible;Manual;Vigente;Si;;cloruro de mivacurio;;108447000;cloruro de mivacurio;6226;cloruro de mivacurio;;C
5107839;moclobemida;;Insensible;Manual;Vigente;Si;;moclobemida;;395800003;moclobemida;4914;moclobemida;;
5153756;modafinilo;;Insensible;Manual;Vigente;Si;;modafinilo;• 6392313 - MODAFINIL;387004007;modafinilo;6055;modafinilo;;C
6401838;mometasona;;Insensible;Manual;Vigente;Si;;mometasona;;395990009;mometasona;6030;mometasona;;
5153774;montelukast;;Insensible;Manual;Vigente;Si;;montelukast;;373728005;montelukast;7388;montelukast;;C
5153775;morfina;;Insensible;Manual;Vigente;Si;;morfina;;373529000;morfina;;;;C
5153777;moxifloxacino;;Insensible;Manual;Vigente;Si;;moxifloxacino;• 6392331 - MOXIFLOXACINA;412439003;moxifloxacino;7659;moxifloxacino;;C
7679942;MPL;;Insensible;Manual;Vigente;;;;• 7679972 - 3 - O - desacil - 4’ - monofosforil lípido A;;;;;;
5152644;mupirocina;;Insensible;Manual;Vigente;Si;;mupirocina;;387397004;mupirocina;;;;B
5153785;nafazolina;;Insensible;Manual;Vigente;Si;;nafazolina;;372803000;nafazolina;4153;nafazolina;;C
5108064;naloxona;;Insensible;Manual;Vigente;Si;;naloxona;;372890007;naloxona;1526;naloxona;;
5153792;naltrexona;;Insensible;Manual;Vigente;Si;;naltrexona;;373546002;naltrexona;3368;naltrexona;;C
5153870;nandrolona;;Insensible;Manual;Vigente;Si;;nandrolona;;126171003;nandrolona;295;nandrolona;;X
5153884;naproxeno;;Insensible;Manual;Vigente;Si;;naproxeno;;372588000;naproxeno;2979;naproxeno;;D
5109059;naratriptán;;Insensible;Manual;Vigente;Si;;naratriptán;• 6399859 - naratriptán;363571003;naratriptán;7097;naratriptán;;C
5109144;natalizumab;;Insensible;Manual;Vigente;Si;;Natalizumab;;414805007;Natalizumab;7716;natalizumab;;C
5109164;nateglinida;;Insensible;Manual;Vigente;Si;;nateglinida;;387070004;nateglinida;7594;nateglinida;;C
5109196;nebivolol;;Insensible;Manual;Vigente;Si;;nebivolol;;395808005;nebivolol;5969;nebivolol;;
7683485;Neisseria meningitidis polisacárido tipo A conjugado proteína difteria;;Insensible;Manual;Vigente;;;;;;;;;;
7683017;Neisseria meningitidis polisacárido tipo A conjugado proteína tétano;;Insensible;Manual;Vigente;;;;;;;;;;
7683487;Neisseria meningitidis polisacárido tipo C conjugado proteína difteria;;Insensible;Manual;Vigente;;;;;;;;;;
7683018;Neisseria meningitidis polisacárido tipo C conjugado proteína tétano;;Insensible;Manual;Vigente;;;;;;;;;;
7683488;Neisseria meningitidis polisacárido tipo W - 135 conjugado proteína difteria;;Insensible;Manual;Vigente;;;;;;;;;;
7683019;Neisseria meningitidis polisacárido tipo W - 135 conjugado proteína tétano;;Insensible;Manual;Vigente;;;;;;;;;;
7683490;Neisseria meningitidis polisacárido tipo Y conjugado proteína difteria;;Insensible;Manual;Vigente;;;;;;;;;;
7683023;Neisseria meningitidis polisacárido tipo Y conjugado proteína tétano;;Insensible;Manual;Vigente;;;;;;;;;;
5153794;neomicina;;Insensible;Manual;Vigente;Si;;neomicina;;373528008;neomicina;232;neomicina;;C
5109501;nepafenaco;;Insensible;Manual;Vigente;Si;;nepafenac;• 6392398 - NEPAFENAC;419460005;nepafenac;7685;nepafenaco;;
5109526;nevirapina;;Insensible;Manual;Vigente;Si;;nevirapina;;386898005;nevirapina;6815;nevirapina;;
5109672;nicergolina;;Insensible;Manual;Vigente;Si;;nicergolina;;698197004;nicergolina;3088;nicergolina;;
6401860;nicotina;;Insensible;Manual;Vigente;;;nicotina;;68540007;nicotina;;;;
5153803;nifedipino;;Insensible;Manual;Vigente;Si;;nifedipino;• 6399861 - nifedipina;387490003;nifedipino;3222;nifedipino;;C
5109926;nifuroxazida;;Insensible;Manual;Vigente;Si;;;;;;1578;nifuroxazida;;
5109951;nifurtimox;;Insensible;Manual;Vigente;Si;;nifurtimox;;24869004;nifurtimox;2615;nifurtimox;;
5109978;nilotinib;;Insensible;Manual;Vigente;Si;;nilotinib;;427941004;nilotinib;8654;nilotinib;;D
5110054;nimesulida;;Insensible;Manual;Vigente;;;nimesulida;;703479000;nimesulida;4885;nimesulida;;
5153804;nimodipino;;Insensible;Manual;Vigente;Si;;nimodipino;• 6399866 - nimodipina;387502003;nimodipino;4528;nimodipino;;C
6401861;niquetamida;;Insensible;Manual;Vigente;Si;;niquetamida;;387591002;niquetamida;;;;
5152647;nistatina;;Insensible;Manual;Vigente;;;nistatina;;387048002;nistatina;539;nistatina;;B
5152600;nitrato de plata;;Insensible;Manual;Vigente;Si;;nitrato de plata;;373483000;nitrato de plata;;;;
6402040;nitrato potásico;;Insensible;Manual;Vigente;Si;;nitrato de potasio;;77431009;nitrato de potasio;;;;
5153807;nitrendipino;;Insensible;Manual;Vigente;Si;;nitrendipino;• 6399867 - nitrendipina;444757009;nitrendipino;4739;nitrendipino;;
5152648;nitrofurantoína;;Insensible;Manual;Vigente;;;nitrofurantoína;;373543005;nitrofurantoína;488;nitrofurantoína;;B
6401865;nitrofurazona;;Insensible;Manual;Vigente;Si;;nitrofurazona;;87097009;nitrofurazona;;;;
5153818;nitroglicerina;;Insensible;Manual;Vigente;;;nitroglicerina;;387404004;nitroglicerina;;;;C
5153820;nitroprusiato;;Insensible;Manual;Vigente;;;;;;;;;;C
7290114;nivolumab;;Insensible;Manual;Vigente;Si;;;;;;;;;
5153879;nomegestrol;;Insensible;Manual;Vigente;Si;;;;;;5359;nomegestrol;;X
6401871;norelgestromina;;Insensible;Manual;Vigente;Si;;norelgestromina;;385578004;norelgestromina;7939;norelgestromina;;
5110198;norepinefrina;;Insensible;Manual;Vigente;Si;;norepinefrina;• 6399134 - noradrenalina;45555007;norepinefrina;33;norepinefrina;;
5112823;noretisterona;;Insensible;Manual;Vigente;Si;;;;126102009;noretindrona;687;noretisterona;;X
5153821;norfloxacino;;Insensible;Manual;Vigente;Si;;norfloxacino;;387271008;norfloxacino;5105;norfloxacino;;C
5112882;noscapina;;Insensible;Manual;Vigente;Si;;noscapina;;387437002;noscapina;632;noscapina;;
5201660;obidoxima;;Insensible;Manual;Vigente;Si;;;• 6399870 - obidoxima cloruro;;;2138;cloruro de obidoxima;;
7289723;obinutuzumab;;Insensible;Manual;Vigente;Si;;;;;;;;;
6401907;octatropina;;Insensible;Manual;Vigente;Si;;;• 7634510 - anisotropina;;;;;;
5112973;octreotida;;Insensible;Manual;Vigente;Si;;octreotida;;109053000;octreotida;5656;octreotida;;B
5153823;ofloxacino;;Insensible;Manual;Vigente;Si;;ofloxacino;• 6392513 - OFLOXACINA;387551000;ofloxacino;5322;ofloxacino;;C
5153830;olanzapina;;Insensible;Manual;Vigente;Si;;olanzapina;;386849001;olanzapina;6956;olanzapina;;C
5153855;olmesartán;;Insensible;Manual;Vigente;Si;;;;;;8612;olmesartán;;D
5112987;olopatadina;;Insensible;Manual;Vigente;Si;;olopatadina;;372550002;olopatadina;7257;olopatadina;;
5112990;omalizumab;;Insensible;Manual;Vigente;Si;;omalizumab;;406443008;omalizumab;8039;omalizumab;;B
5153834;omeprazol;;Insensible;Manual;Vigente;Si;;omeprazol;;387137007;omeprazol;5081;omeprazol;;C
5152607;onabotulinumtoxin A;;Insensible;Manual;Vigente;;;onabotulinumtoxin A;• 6399164 - onabotulinumtoxin A;444627005;onabotulinumtoxin A;;;;C
5152652;ondansetrón;;Insensible;Manual;Vigente;Si;;ondansetrón;;372487007;ondansetrón;5965;ondansetrón;;B
5113104;orciprenalina;;Insensible;Manual;Vigente;Si;;orciprenalina;• 6426685 - metaproterenol;372797004;orciprenalina;1586;orciprenalina;;
5113118;orlistat;;Insensible;Manual;Vigente;Si;;orlistat;;387007000;orlistat;6318;orlistat;;
5153839;oseltamivir;;Insensible;Manual;Vigente;Si;;oseltamivir;;412261005;oseltamivir;7793;oseltamivir;;C
6401911;otilonio bromuro;;Insensible;Manual;Vigente;Si;;;;703515001;;;;;
5113119;oxaliplatino;;Insensible;Manual;Vigente;Si;;oxaliplatino;;395814003;oxaliplatino;6012;oxaliplatino;;D
5113182;oxcarbazepina;;Insensible;Manual;Vigente;Si;;oxcarbazepina;;387025007;oxcarbazepina;4585;oxcarbazepina;;
5152655;oxibutinina;;Insensible;Manual;Vigente;Si;;oxibutinina;;372717000;oxibutinina;8379;esoxibutinina;;B
5152660;oxicodona;;Insensible;Manual;Vigente;Si;;oxicodona;;55452001;oxicodona;1701;oxicodona;;B
7392107;óxido amarillo de mercurio;;Insensible;Manual;Vigente;Si;;;;;;;;;
6448117;óxido de magnesio;;Insensible;Manual;Vigente;Si;;óxido de magnesio;;66389008;óxido de magnesio;;;;
6398192;óxido de zinc;;Insensible;Manual;Vigente;Si;;óxido de cinc;• 6410975 - óxido cinc;42841002;óxido de cinc;;;;
5158970;oximetazolina;;Insensible;Manual;Vigente;Si;;oximetazolina;;387158001;oximetazolina;1400;oximetazolina;;
5158982;oxipolietoxidodecano;;Insensible;Manual;Vigente;Si;;;;;;;;;
5158987;oxitocina;;Insensible;Manual;Vigente;Si;;oxitocina;;112115002;oxitocina;1480;oxitocina;;
6401916;oxolamina;;Insensible;Manual;Vigente;Si;;oxolamina;;703553006;oxolamina;1453;oxolamina;;
5159013;paclitaxel;;Insensible;Manual;Vigente;Si;;paclitaxel;;387374002;paclitaxel;7052;paclitaxel;;D
7236449;paclitaxel unido a albúmina;;Insensible;Manual;Vigente;Si;;paclitaxel unido a albúmina;;426653008;paclitaxel unido a albúmina;;;;D
6802164;palbociclib;;Insensible;Manual;Vigente;Si;;;;;;;;;
5159016;palivizumab;;Insensible;Manual;Vigente;Si;;palivizumab;;386900007;palivizumab;7753;palivizumab;;C
5159017;palonosetrón;;Insensible;Manual;Vigente;Si;;palonosetrón;;404852008;palonosetrón;7407;palonosetrón;;B
5159018;pamabrom;;Insensible;Manual;Vigente;Si;;pamabrom;;116552006;pamabrom;;;;
4930414;panax ginseng extracto estandarizado;;Insensible;Manual;Vigente;Si;;extracto de ginseng;;412395006;extracto de ginseng;;;;
5159035;pancreatina;;Insensible;Manual;Vigente;Si;;pancreatina;;387049005;pancreatina;;;;
7447777;pancreatina 6 NF;;Insensible;Manual;Vigente;;;;;;;;;;
5159036;panitumumab;;Insensible;Manual;Vigente;Si;;panitumumab;;423259008;panitumumab;8499;panitumumab;;C
5166985;pantoprazol;;Insensible;Manual;Vigente;Si;;pantoprazol;;395821003;pantoprazol;6548;pantoprazol;;B
5159048;papaína;;Insensible;Manual;Vigente;Si;;papaína;;5007006;papaína;;;;
5167052;papaverina;;Insensible;Manual;Vigente;Si;;papaverina;;372784001;papaverina;;;;C
5166991;paracetamol;;Insensible;Manual;Vigente;Si;;paracetamol o derivado;;;paracetamol o derivado;626;paracetamol;;C
5159124;parecoxib;;Insensible;Manual;Vigente;Si;;parecoxib;;409135005;parecoxib;7816;parecoxib;;
7028615;pargeverina;;Insensible;Manual;Vigente;Si;;;;;;4389;pargeverina;;
5159145;paricalcitol;;Insensible;Manual;Vigente;Si;;paricalcitol;;108946001;paricalcitol;7688;paricalcitol;;C
5167571;paroxetina;;Insensible;Manual;Vigente;Si;;paroxetina;;372595009;paroxetina;4327;paroxetina;;D
5159183;pazopanib;;Insensible;Manual;Vigente;Si;;pazopanib;;443763005;pazopanib;8681;pazopanib;;D
7292681;pegaspargasa;;Insensible;Manual;Vigente;Si;;pegaspargasa;;108814000;pegaspargasa;6665;pegaspargasa;;C
5159186;pegfilgrastim;;Insensible;Manual;Vigente;Si;;pegfilgrastim;;385544005;pegfilgrastim;8114;pegfilgrastim;;C
6401953;peginterferón alfa 2a;;Insensible;Manual;Vigente;Si;;peginterferón alfa-2a;;421559001;peginterferón alfa-2a;7871;peginterferón alfa-2a;;C
6401954;peginterferón alfa 2b;;Insensible;Manual;Vigente;Si;;peginterferón alfa - 2b;;395823000;peginterferón alfa - 2b;7909;peginterferón alfa-2b;;C
6401957;pelargonium sidoides extracto estandarizado;;Insensible;Manual;Vigente;Si;;;;;;;;;
7222224;pembrolizumab;;Insensible;Manual;Vigente;Si;;;;;;;;;
5167376;pemetrexed;;Insensible;Manual;Vigente;Si;;pemetrexed;;409159000;pemetrexed;7675;pemetrexed;;D
5167572;penicilamina;;Insensible;Manual;Vigente;Si;;;;387235007;;1121;penicilamina;;D
5167377;pentoxifilina;;Insensible;Manual;Vigente;Si;;pentoxifilina;;387522004;pentoxifilina;3309;pentoxifilina;;C
6573099;pepsina;;Insensible;Manual;Vigente;Si;;pepsina;;48517003;pepsina;;;;
5159213;perindopril;;Insensible;Manual;Vigente;Si;;perindopril;;372916001;perindopril;5754;perindopril;;
5167003;permetrina;;Insensible;Manual;Vigente;Si;;permetrina;;410457007;permetrina;5510;permetrina;;B
5167437;peróxido de benzoílo;;Insensible;Manual;Vigente;Si;;peróxido de benzoilo;;91598004;peróxido de benzoilo;;;;C
6401964;pertuzumab;;Insensible;Manual;Vigente;Si;;;;704226002;;;;;D
5159240;petidina;;Insensible;Manual;Vigente;Si;;;• 7038275 - meperidina;;;411;petidina;;
5159242;petrolato blanco;;Insensible;Manual;Vigente;;;;;;;;;;
5159269;picosulfato de sodio;;Insensible;Manual;Vigente;Si;;picosulfato de sodio;;395881001;picosulfato de sodio;2265;picosulfato de sodio;;
5167438;pilocarpina;;Insensible;Manual;Vigente;Si;;;;387035001;;;;;C
5159308;pimecrolimús;;Insensible;Manual;Vigente;Si;;pimecrolimús;• 6399889 - pimecrolimús;385580005;pimecrolimús;7632;pimecrolimús;;C
5159314;pimozida;;Insensible;Manual;Vigente;Si;;pimozida;;386848009;pimozida;2330;pimozida;;
6401979;pindolol;;Insensible;Manual;Vigente;Si;;pindolol;;387102009;pindolol;;;;
5159315;pioglitazona;;Insensible;Manual;Vigente;Si;;pioglitazona;;395828009;pioglitazona;6343;pioglitazona;;
5154027;pipenzolato de bromuro;;Insensible;Manual;Vigente;Si;;pipenzolato;• 6399200 - pipenzolato bromuro;387425004;pipenzolato;652;bromuro de pipenzolato;;
5159358;piperacilina;;Insensible;Manual;Vigente;Si;;piperacilina;;372836004;piperacilina;4296;piperacilina;;
5154111;piperonil butóxido;;Insensible;Manual;Vigente;Si;;butóxido de piperonilo;;32340007;butóxido de piperonilo;;;;
7402955;pipetanato;;Insensible;Manual;Vigente;Si;;pipetanato;;83704002;pipetanato;930;pipetanato;;
5159362;pipotiazina;;Insensible;Manual;Vigente;Si;;pipotiazina;;395995004;pipotiazina;3046;pipotiazina;;
5160077;piracetam;;Insensible;Manual;Vigente;Si;;piracetam;;395833008;piracetam;2687;piracetam;;
7341655;pirazinamida;;Insensible;Manual;Vigente;Si;;pirazinamida;;387076005;pirazinamida;786;pirazinamida;;C
7569961;pirfenidona;;Insensible;Manual;Vigente;;;;;;;3825;pirfenidona;;C
5166963;piridoxina;;Insensible;Manual;Vigente;Si;;piridoxina;• 6412304 - vitamina B6;430469009;piridoxina;2216;piridoxina;;A
5160091;pirilamina;;Insensible;Manual;Vigente;Si;;;;387087002;;;;;
5167450;pirimetamina;;Insensible;Manual;Vigente;Si;;pirimetamina;;373769001;pirimetamina;2215;pirimetamina;;C
5167655;piroxicam;;Insensible;Manual;Vigente;Si;;piroxicam;;387153005;piroxicam;3713;piroxicam;;D
6402001;pitavastatina;;Insensible;Manual;Vigente;Si;;pitavastatina;;443586000;pitavastatina;7730;pitavastatina;;X
6402008;plantago ovata extracto;;Insensible;Manual;Vigente;Si;;;;;;;;;
7254474;plerixafor;;Insensible;Manual;Vigente;Si;;;;;;;;;D
5160186;polietilenglicol;;Insensible;Manual;Vigente;Si;;polietilenglicol;;8030004;polietilenglicol;;;;
5160191;poligelina;;Insensible;Manual;Vigente;Si;;;;395836000;;1934;poligelina;;
5162564;polimaltosa férrica;;Insensible;Manual;Vigente;Si;;;;;;;;;
5167482;polimixina B;;Insensible;Manual;Vigente;Si;;polimixina B;;372824005;polimixina B;490;polimixina B;;C
6402026;polisorbato;;Insensible;Manual;Vigente;Si;;polisorbato;;412166009;polisorbato;;;;
7223316;pomalidomida;;Insensible;Manual;Vigente;Si;;;;;;;;;X
5166672;posaconazol;;Insensible;Manual;Vigente;Si;;posaconazol;;421747003;posaconazol;7713;posaconazol;;C
5166673;potasio;;Insensible;Manual;Vigente;Si;;potasio;;88480006;potasio;;;;
5166686;povidona yodada;;Insensible;Manual;Vigente;Si;;;;;;2549;povidona;;
7246202;pralatrexato;;Insensible;Manual;Vigente;Si;;pralatrexato;;428598004;pralatrexato;8560;pralatrexato;;D
5166687;pramipexol;;Insensible;Manual;Vigente;Si;;pramipexol;;386852009;pramipexol;6227;pramipexol;;C
5166735;prasugrel;;Insensible;Manual;Vigente;Si;;;;443129001;;8503;prasugrel;;
5167631;pravastatina;;Insensible;Manual;Vigente;Si;;;;373566006;;6070;pravastatina;;X
5166752;prednisolona acetato;;Insensible;Manual;Vigente;Si;;acetato de prednisolona;;96334000;acetato de prednisolona;535;prednisolona;;C
5167500;prednisona;;Insensible;Manual;Vigente;Si;;prednisona;;116602009;prednisona;536;prednisona;;C
5167521;pregabalina;;Insensible;Manual;Vigente;Si;;pregabalina;;415160008;pregabalina;7643;pregabalina;;C
5167034;prilocaína;;Insensible;Manual;Vigente;Si;;prilocaína;;387107003;prilocaína;1641;prilocaína;;B
5167581;primidona;;Insensible;Manual;Vigente;Si;;primidona;;387256009;primidona;248;primidona;;
5167538;procaína;;Insensible;Manual;Vigente;Si;;procaína;;387238009;procaína;975;procaína;;C
5167632;progesterona;;Insensible;Manual;Vigente;Si;;progesterona;;16683002;progesterona;417;progesterona;;X
5166782;proguanil;;Insensible;Manual;Vigente;Si;;;• 6400019 - proguanilo;;;418;proguanil;;
6894267;promestrieno;;Insensible;Manual;Vigente;Si;;;;;;;;;
5166805;promolato;;Insensible;Manual;Vigente;Si;;;;;;2607;promolato;;
5166808;propafenona;;Insensible;Manual;Vigente;Si;;propafenona;;372910007;propafenona;3312;propafenona;;C
5166811;proparacaína;;Insensible;Manual;Vigente;;;clorhidrato de proparacaína;;30424002;clorhidrato de proparacaína;;;;
5166813;propericiazina;;Insensible;Manual;Vigente;Si;;;;;;;;;
5166814;propifenazona;;Insensible;Manual;Vigente;Si;;;;;;2848;propifenazona;;
5166819;propilenglicol;;Insensible;Manual;Vigente;;;propilenglicol;;13668001;propilenglicol;;;;
5167595;propiltiouracilo;;Insensible;Manual;Vigente;Si;;propiltiouracilo;;387203007;propiltiouracilo;4184;propiltiouracilo;;D
5166894;propofol;;Insensible;Manual;Vigente;Si;;propofol;;387423006;propofol;5073;propofol;;B
5167624;propranolol;;Insensible;Manual;Vigente;Si;;;;372772003;;1940;propranolol;;C
5170783;protamina sulfato;;Insensible;Manual;Vigente;Si;;;;64520006;;717;sulfato de protamina;;
5917776;proteína C;;Sensible;Manual;Vigente;Si;;;;25525005;;;;;
5917777;proteína S;;Sensible;Manual;Vigente;Si;;;;56898001;;;;;
5162569;proteinsuccinilato férrico;;Insensible;Manual;Vigente;Si;;;;;;;;;
6402088;prucaloprida;;Insensible;Manual;Vigente;Si;;;;699273008;;;;;
5975242;pseudoefedrina clorhidrato;;Insensible;Manual;Vigente;Si;;clorhidrato de pseudoefedrina (sustancia);;12177002;clorhidrato de pseudoefedrina (sustancia);;;;
5167561;pseudoefedrina sulfato;;Insensible;Manual;Vigente;Si;;sulfato de pseudoefedrina;;10595003;sulfato de pseudoefedrina;1061;pseudoefedrina;;C
6504775;purite;;Insensible;Manual;Vigente;Si;;;;;;;;;
7486947;quassia amara extracto estandarizado;;Insensible;Manual;Vigente;Si;;;;;;;;;
5167568;quetiapina;;Insensible;Manual;Vigente;Si;;quetiapina;;386850001;quetiapina;7467;quetiapina;;C
5167681;quinapril;;Insensible;Manual;Vigente;Si;;quinapril;;386874003;quinapril;5780;quinapril;;D
5166950;rabeprazol;;Insensible;Manual;Vigente;Si;;rabeprazol;;422225001;rabeprazol;7112;rabeprazol;;
5170057;racecadotrilo;;Insensible;Manual;Vigente;Si;;;;;;7378;racecadotrilo;;
5170084;racepinefrina;;Insensible;Manual;Vigente;Si;;racepinefrina;;415227003;racepinefrina;4553;racepinefrina;;
5170085;raloxifeno;;Insensible;Manual;Vigente;Si;;raloxifeno;;109029006;raloxifeno;5388;raloxifeno;;
5170088;raltegravir;;Insensible;Manual;Vigente;Si;;raltegravir;;429707008;raltegravir;8842;raltegravir;;C
5201383;ramipril;;Insensible;Manual;Vigente;Si;;ramipril;;386872004;ramipril;5561;ramipril;;D
5170089;ranibizumab;;Insensible;Manual;Vigente;Si;;ranibizumab;;422456007;ranibizumab;8313;ranibizumab;;C
5200591;ranitidina;;Insensible;Manual;Vigente;Si;;ranitidina;;372755005;ranitidina;4660;ranitidina;;B
5170096;rasagilina;;Insensible;Manual;Vigente;Si;;rasagilina;;418734001;rasagilina;7151;rasagilina;;C
6402109;reboxetina;;Insensible;Manual;Vigente;Si;;reboxetina;;395859006;reboxetina;5858;reboxetina;;
6402111;regorafenib;;Insensible;Manual;Vigente;Si;;;;702804006;;;;;D
5170117;remifentanilo;;Insensible;Manual;Vigente;Si;;remifentanilo;;386839004;remifentanilo;6924;remifentanilo;;C
5170124;repaglinida;;Insensible;Manual;Vigente;Si;;repaglinida;;386964000;repaglinida;6818;repaglinida;;C
5201382;retinol;;Insensible;Manual;Vigente;Si;;retinol;• 6412247 - vitamina A;82622003;retinol;2243;retinol;;X
5200823;ribavirina;;Insensible;Manual;Vigente;Si;;ribavirina;;387188005;ribavirina;3543;ribavirina;;X
5200671;rifampicina;;Insensible;Manual;Vigente;Si;;rifampicina;;387159009;rifampicina;2323;rifampicina;;C
5200676;rifaximina;;Insensible;Manual;Vigente;Si;;rifaximina;;412553001;rifaximina;5244;rifaximina;;C
7332570;rilpivirina;;Insensible;Manual;Vigente;Si;;rilpivirina;;703123005;rilpivirina;8469;rilpivirina;;B
5170325;riluzol;;Insensible;Manual;Vigente;Si;;riluzol;;386980005;riluzol;5912;riluzol;;C
6402136;riociguat;;Insensible;Manual;Vigente;Si;;;;;;8857;riociguat;;X
