CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;MEDICAMENTO_CLINICO_FK;MEDICAMENTO_CLINICO_DESC;TIPO_FK;TIPO_DESC;CANTIDAD;UNIDAD_MEDIDA_CANTIDAD_FK;UNIDAD_MEDIDA_CANTIDAD_DESC;PACK_MULTI_CANTIDAD;PACK_MULTI_UNIDAD_FK;PACK_MULTI_UNIDAD_DESC;VOLUMEN_TOTAL_CANTIDAD;VOLUMEN_TOTAL_UNIDAD_FK;VOLUMEN_TOTAL_UNIDAD_DESC
7518168;mesalazina 500 mg comprimido liberación modificada 50 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7518102;mesalazina 500 mg comprimido liberación modificada;4589162;venta público;50;6802296;comprimidos;;;;;;
7517499;mesalazina 500 mg comprimido 100 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1280607;mesalazina 500 mg comprimido;4589162;venta público;100;6802296;comprimidos;;;;;;
7517835;mesalazina 500 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1280607;mesalazina 500 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7517498;mesalazina 500 mg comprimido 50 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1280607;mesalazina 500 mg comprimido;4589162;venta público;50;6802296;comprimidos;;;;;;
7517504;mesalazina 500 mg supositorio 10 supositorios;;Vigente;Insensible;Autogenerado;;;;;;;825808;mesalazina 500 mg supositorio;4589162;venta público;10;6802302;supositorios;;;;;;
7517505;mesalazina 500 mg supositorio 30 supositorios;;Vigente;Insensible;Autogenerado;;;;;;;825808;mesalazina 500 mg supositorio;4589162;venta público;30;6802302;supositorios;;;;;;
7608040;mesna 200 mg/2 mL (100 mg/mL) inyectable 10 ampollas 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7608029;mesna 200 mg/2 mL (100 mg/mL) inyectable;4589162;venta público;10;6802291;ampollas;;;;2;7008554;mililitros
7260470;mesna 400 mg comprimido 10 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6424757;mesna 400 mg comprimido;4589162;venta público;10;6802296;comprimidos;;;;;;
7260482;mesna 400 mg/4 mL (100 mg/mL) inyectable 15 ampollas 4 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;2113495;mesna 400 mg/4 mL (100 mg/mL) inyectable;4589162;venta público;15;6802291;ampollas;;;;4;7008554;mililitros
7260473;mesna 600 mg comprimido 10 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6424765;mesna 600 mg comprimido;4589162;venta público;10;6802296;comprimidos;;;;;;
7497641;metadona 10 mg comprimido 100 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;512863;metadona 10 mg comprimido;4589152;envase clínico;100;6802296;comprimidos;;;;;;
6745677;metadona 10 mg/2 mL (5 mg/mL) inyectable 100 ampollas 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;2549681;metadona 10 mg/2 mL (5 mg/mL) inyectable;4589152;envase clínico;100;6802291;ampollas;;;;2;7008554;mililitros
6775372;metadona 10 mg/2 mL (5 mg/mL) inyectable 50 ampollas 2 mililitros;;Vigente;Sensible;Autogenerado;;;;;;;2549681;metadona 10 mg/2 mL (5 mg/mL) inyectable;4589152;envase clínico;50;6802291;ampollas;;;;2;7008554;mililitros
7309349;metamizol magnésico 300 mg/mL + pargeverina 5 mg/mL gotas orales 1 frasco 15 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;73791;metamizol magnésico 300 mg/mL + pargeverina 5 mg/mL gotas orales;4589162;venta público;1;5767861;frasco;;;;15;7008554;mililitros
7418343;metamizol magnésico 300 mg/mL + pargeverina 6 mg/mL gotas orales 1 frasco 15 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5747560;metamizol magnésico 300 mg/mL + pargeverina 6 mg/mL gotas orales;4589162;venta público;1;5767861;frasco;;;;15;7008554;mililitros
7402998;metamizol magnésico 300 mg/mL + pipetanato 6 mg/mL gotas orales 1 frasco 15 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7402986;metamizol magnésico 300 mg/mL + pipetanato 6 mg/mL gotas orales;4589162;venta público;1;5767861;frasco;;;;15;7008554;mililitros
7536165;metamizol sódico 1000 mg/2 mL (500 mg/mL) inyectable 100 ampollas 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;163359;metamizol sódico 1000 mg/2 mL (500 mg/mL) inyectable;4589152;envase clínico;100;6802291;ampollas;;;;2;7008554;mililitros
7375575;metamizol sódico 1000 mg/2 mL (500 mg/mL) inyectable 5 ampollas 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;163359;metamizol sódico 1000 mg/2 mL (500 mg/mL) inyectable;4589162;venta público;5;6802291;ampollas;;;;2;7008554;mililitros
7100327;metamizol sódico 250 mg supositorio 5 supositorios;;Vigente;Insensible;Autogenerado;;;;;;;915614;metamizol sódico 250 mg supositorio;4589162;venta público;5;6802302;supositorios;;;;;;
7092498;metamizol sódico 300 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;54583;metamizol sódico 300 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7591488;metamizol sódico 300 mg comprimido 300 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;54583;metamizol sódico 300 mg comprimido;4589152;envase clínico;300;6802296;comprimidos;;;;;;
7100664;metamizol sódico 300 mg comprimido 600 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;54583;metamizol sódico 300 mg comprimido;4589152;envase clínico;600;6802296;comprimidos;;;;;;
7721368;metamizol sódico 500 mg supositorio 5 supositorios;;Vigente;Insensible;Autogenerado;;;;;;;6448831;metamizol sódico 500 mg supositorio;4589162;venta público;5;6802302;supositorios;;;;;;
7443494;metformina 1000 mg + saxagliptina 2,5 mg comprimido liberación modificada 56 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7443440;metformina 1000 mg + saxagliptina 2,5 mg comprimido liberación modificada;4589162;venta público;56;6802296;comprimidos;;;;;;
7443492;metformina 1000 mg + saxagliptina 5 mg comprimido liberación modificada 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;7443453;metformina 1000 mg + saxagliptina 5 mg comprimido liberación modificada;4589162;venta público;28;6802296;comprimidos;;;;;;
7443191;metformina 1000 mg + sitagliptina 50 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986456;metformina 1000 mg + sitagliptina 50 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7443192;metformina 1000 mg + sitagliptina 50 mg comprimido 56 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986456;metformina 1000 mg + sitagliptina 50 mg comprimido;4589162;venta público;56;6802296;comprimidos;;;;;;
7517078;metformina 1000 mg + vildagliptina 50 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987347;metformina 1000 mg + vildagliptina 50 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7517081;metformina 1000 mg + vildagliptina 50 mg comprimido 56 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987347;metformina 1000 mg + vildagliptina 50 mg comprimido;4589162;venta público;56;6802296;comprimidos;;;;;;
7189608;metformina 1000 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1772689;metformina 1000 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7193465;metformina 1000 mg comprimido liberación modificada 60 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1772689;metformina 1000 mg comprimido liberación modificada;4589162;venta público;60;6802296;comprimidos;;;;;;
7189594;metformina 1000 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;70102;metformina 1000 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7443156;metformina 500 mg + sitagliptina 50 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987081;metformina 500 mg + sitagliptina 50 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7443158;metformina 500 mg + sitagliptina 50 mg comprimido 56 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987081;metformina 500 mg + sitagliptina 50 mg comprimido;4589162;venta público;56;6802296;comprimidos;;;;;;
7517103;metformina 500 mg + vildagliptina 50 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986299;metformina 500 mg + vildagliptina 50 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7517107;metformina 500 mg + vildagliptina 50 mg comprimido 56 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986299;metformina 500 mg + vildagliptina 50 mg comprimido;4589162;venta público;56;6802296;comprimidos;;;;;;
7189322;metformina 500 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986732;metformina 500 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7193433;metformina 500 mg comprimido liberación modificada 60 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986732;metformina 500 mg comprimido liberación modificada;4589162;venta público;60;6802296;comprimidos;;;;;;
7189191;metformina 500 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;111;metformina 500 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7195100;metformina 500 mg comprimido 60 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;111;metformina 500 mg comprimido;4589162;venta público;60;6802296;comprimidos;;;;;;
7189324;metformina 750 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;319624;metformina 750 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7193460;metformina 750 mg comprimido liberación modificada 60 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;319624;metformina 750 mg comprimido liberación modificada;4589162;venta público;60;6802296;comprimidos;;;;;;
7517331;metformina 850 mg + pioglitazona 15 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986903;metformina 850 mg + pioglitazona 15 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7443091;metformina 850 mg + sitagliptina 50 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1760741;metformina 850 mg + sitagliptina 50 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7443094;metformina 850 mg + sitagliptina 50 mg comprimido 56 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1760741;metformina 850 mg + sitagliptina 50 mg comprimido;4589162;venta público;56;6802296;comprimidos;;;;;;
7517045;metformina 850 mg + vildagliptina 50 mg comprimido 28 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986721;metformina 850 mg + vildagliptina 50 mg comprimido;4589162;venta público;28;6802296;comprimidos;;;;;;
7517047;metformina 850 mg + vildagliptina 50 mg comprimido 56 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986721;metformina 850 mg + vildagliptina 50 mg comprimido;4589162;venta público;56;6802296;comprimidos;;;;;;
7189192;metformina 850 mg comprimido 1000 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;19150;metformina 850 mg comprimido;4589152;envase clínico;1000;6802296;comprimidos;;;;;;
7190324;metformina 850 mg comprimido 1200 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;19150;metformina 850 mg comprimido;4589152;envase clínico;1200;6802296;comprimidos;;;;;;
7095304;metformina 850 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;19150;metformina 850 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7370770;metformina 850 mg comprimido 500 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;19150;metformina 850 mg comprimido;4589152;envase clínico;500;6802296;comprimidos;;;;;;
7095307;metformina 850 mg comprimido 60 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;19150;metformina 850 mg comprimido;4589162;venta público;60;6802296;comprimidos;;;;;;
7371444;metildopa 250 mg comprimido 1000 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;621933;metildopa 250 mg comprimido;4589152;envase clínico;1000;6802296;comprimidos;;;;;;
7097215;metildopa 250 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;621933;metildopa 250 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7202111;metildopa 250 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;621933;metildopa 250 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7197677;metilfenidato 10 mg cápsula liberación modificada 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;7197661;metilfenidato 10 mg cápsula liberación modificada;4589162;venta público;30;6764541;cápsulas;;;;;;
7198121;metilfenidato 10 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6601662;metilfenidato 10 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7198091;metilfenidato 10 mg comprimido 10 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987476;metilfenidato 10 mg comprimido;4589162;venta público;10;6802296;comprimidos;;;;;;
7478311;metilfenidato 10 mg comprimido 100 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987476;metilfenidato 10 mg comprimido;4589152;envase clínico;100;6802296;comprimidos;;;;;;
7197029;metilfenidato 10 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987476;metilfenidato 10 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7424721;metilfenidato 18 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987589;metilfenidato 18 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7197039;metilfenidato 20 mg cápsula liberación modificada 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;6603256;metilfenidato 20 mg cápsula liberación modificada;4589162;venta público;30;6764541;cápsulas;;;;;;
7197688;metilfenidato 20 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987458;metilfenidato 20 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7424724;metilfenidato 27 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986567;metilfenidato 27 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7197045;metilfenidato 30 mg cápsula liberación modificada 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;6603466;metilfenidato 30 mg cápsula liberación modificada;4589162;venta público;30;6764541;cápsulas;;;;;;
7424726;metilfenidato 36 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986516;metilfenidato 36 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7197051;metilfenidato 40 mg cápsula liberación modificada 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;6603516;metilfenidato 40 mg cápsula liberación modificada;4589162;venta público;30;6764541;cápsulas;;;;;;
7424727;metilfenidato 54 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986670;metilfenidato 54 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7671245;metilprednisolona acetato 40 mg/mL inyectable 1 vial 1 mililitro;;Vigente;Insensible;Autogenerado;;;;;;;7246360;metilprednisolona acetato 40 mg/mL inyectable;4589162;venta público;1;5767894;vial;;;;1;5765871;mililitro
7394905;metilprednisolona acetato 80 mg/mL inyectable 1 vial 1 mililitro;;Vigente;Insensible;Autogenerado;;;;;;;293067;metilprednisolona acetato 80 mg/mL inyectable;4589162;venta público;1;5767894;vial;;;;1;5765871;mililitro
7671126;metilprednisolona 1000 mg inyectable 1 kit;;Vigente;Insensible;Autogenerado;;;;;;;2094163;metilprednisolona 1000 mg inyectable;4589162;venta público;1;5767867;kit;;;;;;
7045065;metilprednisolona 125 mg inyectable 1 kit;;Vigente;Insensible;Autogenerado;;;;;;;395293;metilprednisolona 125 mg inyectable;4589162;venta público;1;5767867;kit;;;;;;
7394928;metilprednisolona 16 mg comprimido 14 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;110497;metilprednisolona 16 mg comprimido;4589162;venta público;14;6802296;comprimidos;;;;;;
7394926;metilprednisolona 4 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;110501;metilprednisolona 4 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7045100;metilprednisolona 40 mg inyectable 1 kit;;Vigente;Insensible;Autogenerado;;;;;;;70789;metilprednisolona 40 mg inyectable;4589162;venta público;1;5767867;kit;;;;;;
7045137;metilprednisolona 500 mg inyectable 1 kit;;Vigente;Insensible;Autogenerado;;;;;;;597064;metilprednisolona 500 mg inyectable;4589162;venta público;1;5767867;kit;;;;;;
7564297;metilprednisolona 500 mg inyectable 10 viales;;Vigente;Insensible;Autogenerado;;;;;;;597064;metilprednisolona 500 mg inyectable;4589162;venta público;10;7218083;viales;;;;;;
6715306;metilsulfato de neostigmina 500 mcg/mL inyectable 100 ampollas 1 mililitro;;Vigente;Insensible;Autogenerado;;;;;;;6715253;metilsulfato de neostigmina 500 mcg/mL inyectable;4589152;envase clínico;100;6802291;ampollas;;;;1;5765871;mililitro
7206574;metoclopramida 10 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1487149;metoclopramida 10 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7097616;metoclopramida 10 mg comprimido 24 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1487149;metoclopramida 10 mg comprimido;4589162;venta público;24;6802296;comprimidos;;;;;;
7206577;metoclopramida 10 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1487149;metoclopramida 10 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7581113;metoclopramida 10 mg/2 mL (5 mg/mL) inyectable 10 ampollas 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;280;metoclopramida 10 mg/2 mL (5 mg/mL) inyectable;4589162;venta público;10;6802291;ampollas;;;;2;7008554;mililitros
6745714;metoclopramida 10 mg/2 mL (5 mg/mL) inyectable 100 ampollas 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;280;metoclopramida 10 mg/2 mL (5 mg/mL) inyectable;4589152;envase clínico;100;6802291;ampollas;;;;2;7008554;mililitros
7435044;metoclopramida 2 mg/mL gotas orales 1 frasco 20 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987409;metoclopramida 2 mg/mL gotas orales;4589162;venta público;1;5767861;frasco;;;;20;7008554;mililitros
7409001;metolazona 2,5 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987601;metolazona 2,5 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7352632;metoprolol 100 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1413128;metoprolol 100 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7352633;metoprolol 200 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986447;metoprolol 200 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7352627;metoprolol 25 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;591419;metoprolol 25 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7352630;metoprolol 50 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;168329;metoprolol 50 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7270799;metotrexato 10 mg/mL inyectable 1 jeringa prellenada 1 mililitro;;Vigente;Insensible;Autogenerado;;;;;;;7270756;metotrexato 10 mg/mL inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;1;5765871;mililitro
7270623;metotrexato 10 mg/0,2 mL (50 mg/mL) inyectable 1 jeringa prellenada 0,2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7270580;metotrexato 10 mg/0,2 mL (50 mg/mL) inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;0,2;7008554;mililitros
7270805;metotrexato 15 mg/0,3 mL (50 mg/mL) inyectable 1 jeringa prellenada 0,3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7270772;metotrexato 15 mg/0,3 mL (50 mg/mL) inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;0,3;7008554;mililitros
7270625;metotrexato 20 mg/0,4 mL (50 mg/mL) inyectable 1 jeringa prellenada 0,4 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7270586;metotrexato 20 mg/0,4 mL (50 mg/mL) inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;0,4;7008554;mililitros
7196720;metotrexato 2,5 mg comprimido 100 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986709;metotrexato 2,5 mg comprimido;4589162;venta público;100;6802296;comprimidos;;;;;;
7270689;metotrexato 50 mg inyectable 1 vial;;Vigente;Insensible;Autogenerado;;;;;;;5986895;metotrexato 50 mg inyectable;4589162;venta público;1;5767894;vial;;;;;;
7246767;metotrexato 50 mg/2 mL (25 mg/mL) inyectable 1 vial 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;1847714;metotrexato 50 mg/2 mL (25 mg/mL) inyectable;4589162;venta público;1;5767894;vial;;;;2;7008554;mililitros
7270730;metotrexato 500 mg inyectable 1 vial;;Vigente;Insensible;Autogenerado;;;;;;;7270723;metotrexato 500 mg inyectable;4589162;venta público;1;5767894;vial;;;;;;
7246770;metotrexato 500 mg/20 mL (25 mg/mL) inyectable 1 vial 20 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7246753;metotrexato 500 mg/20 mL (25 mg/mL) inyectable;4589162;venta público;1;5767894;vial;;;;20;7008554;mililitros
7362619;metoxipolietilenglicol epoetina beta 100 mcg/0,3 mL (333 mcg/mL) inyectable 1 jeringa prellenada 0,3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7362525;metoxipolietilenglicol epoetina beta 100 mcg/0,3 mL (333 mcg/mL) inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;0,3;7008554;mililitros
7362621;metoxipolietilenglicol epoetina beta 150 mcg/0,3 mL (500 mcg/mL) inyectable 1 jeringa prellenada 0,3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7362581;metoxipolietilenglicol epoetina beta 150 mcg/0,3 mL (500 mcg/mL) inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;0,3;7008554;mililitros
7362608;metoxipolietilenglicol epoetina beta 50 mcg/0,3 mL (167 mcg/mL) inyectable 1 jeringa prellenada 0,3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7361759;metoxipolietilenglicol epoetina beta 50 mcg/0,3 mL (167 mcg/mL) inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;0,3;7008554;mililitros
7362617;metoxipolietilenglicol epoetina beta 75 mcg/0,3 mL (250 mcg/mL) inyectable 1 jeringa prellenada 0,3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7362429;metoxipolietilenglicol epoetina beta 75 mcg/0,3 mL (250 mcg/mL) inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;0,3;7008554;mililitros
7430890;metronidazol 0,75% (7,5 mg/g) crema 1 pomo 30 gramos;;Vigente;Insensible;Autogenerado;;;;;;;7430873;metronidazol 0,75% (7,5 mg/g) crema;4589162;venta público;1;5912594;pomo;;;;30;7100992;gramos
7503654;metronidazol 0,75% (7,5 mg/g) crema 1 pomo 40 gramos;;Vigente;Insensible;Autogenerado;;;;;;;7430873;metronidazol 0,75% (7,5 mg/g) crema;4589162;venta público;1;5912594;pomo;;;;40;7100992;gramos
7503608;metronidazol 0,75% (7,5 mg/g) gel 1 pomo 20 gramos;;Vigente;Insensible;Autogenerado;;;;;;;5986422;metronidazol 0,75% (7,5 mg/g) gel;4589162;venta público;1;5912594;pomo;;;;20;7100992;gramos
7430651;metronidazol 0,75% (7,5 mg/g) gel 1 pomo 30 gramos;;Vigente;Insensible;Autogenerado;;;;;;;5986422;metronidazol 0,75% (7,5 mg/g) gel;4589162;venta público;1;5912594;pomo;;;;30;7100992;gramos
7109057;metronidazol 1000 mg supositorio 5 supositorios;;Vigente;Insensible;Autogenerado;;;;;;;6448935;metronidazol 1000 mg supositorio;4589162;venta público;5;6802302;supositorios;;;;;;
7037336;metronidazol 125 mg/5 mL suspensión oral 1 frasco 100 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;1761683;metronidazol 125 mg/5 mL suspensión oral;4589162;venta público;1;5767861;frasco;;;;100;7008554;mililitros
7109095;metronidazol 250 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;141419;metronidazol 250 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7374143;metronidazol 500 mg + nistatina 100.000 UI óvulo 10 óvulos;;Vigente;Insensible;Autogenerado;;;;;;;869356;metronidazol 500 mg + nistatina 100.000 UI óvulo;4589162;venta público;10;6802303;óvulos;;;;;;
7109023;metronidazol 500 mg comprimido 10 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;227;metronidazol 500 mg comprimido;4589162;venta público;10;6802296;comprimidos;;;;;;
7037473;metronidazol 500 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;227;metronidazol 500 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7108844;metronidazol 500 mg óvulo 10 óvulos;;Vigente;Insensible;Autogenerado;;;;;;;332769;metronidazol 500 mg óvulo;4589162;venta público;10;6802303;óvulos;;;;;;
7037262;metronidazol 500 mg/100 mL (5 mg/mL) inyectable 1 matraz 100 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;76487;metronidazol 500 mg/100 mL (5 mg/mL) inyectable;4589162;venta público;1;5767878;matraz;;;;100;7008554;mililitros
7523171;metronidazol 500 mg/100 mL (5 mg/mL) inyectable 60 bolsas 100 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;76487;metronidazol 500 mg/100 mL (5 mg/mL) inyectable;4589152;envase clínico;60;7523167;bolsas;;;;100;7008554;mililitros
7540913;mianserina 10 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;6425968;mianserina 10 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7540915;mianserina 30 mg comprimido 24 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987338;mianserina 30 mg comprimido;4589162;venta público;24;6802296;comprimidos;;;;;;
7540916;mianserina 30 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987338;mianserina 30 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7186172;micofenolato mofetilo 250 mg cápsula 100 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;6426003;micofenolato mofetilo 250 mg cápsula;4589162;venta público;100;6764541;cápsulas;;;;;;
7186299;micofenolato mofetilo 250 mg cápsula 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;6426003;micofenolato mofetilo 250 mg cápsula;4589162;venta público;30;6764541;cápsulas;;;;;;
7186525;micofenolato mofetilo 250 mg comprimido 60 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986553;micofenolato mofetilo 250 mg comprimido;4589162;venta público;60;6802296;comprimidos;;;;;;
